Movie Title,Release Date,Release Year,Opening Weekend,Genre ID,Avg Expert Score
Monkeybone,February 23rd,2001,2685078.00,4,46.1785714285714286
Madison,April 22nd,2005,268370.00,17,49.0000000000000000
Wild Canaries,February 25th,2015,2683.00,4,68.4615384615384615
Columbus,August 4th,2017,26820.00,17,88.3703703703703704
Columbus,August 4th,2017,26820.00,4,88.3703703703703704
The Goldfinch,September 13th,2019,2679027.00,17,45.4146341463414634
Knives Out,November 27th,2019,26769548.00,17,82.4615384615384615
Before I Disappear,November 28th,2014,2676.00,17,49.9230769230769231
Happiness Runs,May 7th,2010,2674.00,17,29.4444444444444444
The Forgiveness of Blood,February 24th,2012,26724.00,17,74.5833333333333333
Dawn of the Dead,March 19th,2004,26722575.00,17,63.2162162162162162
Mommy,January 23rd,2014,26718.00,17,75.3823529411764706
Tigerland,October 6th,2000,26715.00,17,58.7857142857142857
Sweet Sixteen,May 16th,2002,26667.00,17,84.8400000000000000
The Five Senses,July 14th,2000,26653.00,17,60.2333333333333333
Life Partners,December 5th,2014,2665.00,4,61.2666666666666667
Whatever Works,June 19th,2009,266162.00,4,51.8064516129032258
Roadie,January 6th,2012,2661.00,17,64.6000000000000000
In Secret,February 21st,2014,265586.00,17,50.5312500000000000
The Pursuit of Happyness,December 15th,2006,26541709.00,17,66.3055555555555556
127 Hours,November 5th,2010,264851.00,17,83.0263157894736842
Knuckle,December 9th,2011,2647.00,17,67.5333333333333333
All About Nina,September 28th,2018,26468.00,17,69.6470588235294118
All Eyez on Me,June 16th,2016,26435354.00,17,42.4545454545454545
"I, Tonya",December 8th,2017,264155.00,17,78.2127659574468085
Eighth Grade,July 13th,2018,263797.00,17,87.5306122448979592
The Sleepwalker,November 21st,2014,2636.00,17,61.1250000000000000
Spring Breakers,March 15th,2013,263002.00,17,66.1250000000000000
Language Lessons,September 10th,2021,26255.00,17,71.5789473684210526
The Believer,May 17th,2002,26236.00,17,75.3928571428571429
Zama,April 13th,2017,26123.00,17,86.5384615384615385
Blue Like Jazz,April 13th,2012,261190.00,17,52.0714285714285714
Afterschool,October 2nd,2009,2606.00,17,65.0000000000000000
The Groomsmen,July 14th,2006,26045.00,17,57.9230769230769231
The Groomsmen,July 14th,2006,26045.00,4,57.9230769230769231
The Help,August 10th,2011,26044590.00,17,64.4146341463414634
Her,December 18th,2014,260382.00,4,88.9787234042553191
Her,December 18th,2014,260382.00,17,88.9787234042553191
The Puffy Chair,June 2nd,2006,26029.00,17,74.7647058823529412
The Puffy Chair,June 2nd,2006,26029.00,4,74.7647058823529412
Conspiracy of Silence,December 3rd,2004,2598.00,17,51.5384615384615385
The Public,April 5th,2019,259455.00,17,51.0000000000000000
Humboldt County,September 26th,2008,25933.00,17,56.6666666666666667
Same Kind of Different as Me,October 20th,2017,2591985.00,17,50.1428571428571429
The Beautiful Country,July 8th,2005,25900.00,17,68.5652173913043478
All or Nothing,October 25th,2002,25890.00,17,73.5161290322580645
The Selfish Giant,December 20th,2013,2589.00,17,82.9545454545454545
Fish Tank,January 15th,2010,25854.00,17,81.0322580645161290
Two Weeks,March 2nd,2007,25829.00,17,47.5384615384615385
Mid90s,October 19th,2018,258157.00,17,66.9777777777777778
The Lady and the Duke,May 10th,2002,25804.00,17,74.2857142857142857
The Face of Love,March 7th,2013,25800.00,17,55.6250000000000000
The Face of Love,March 7th,2013,25800.00,4,55.6250000000000000
I Love Your Work,November 4th,2005,2580.00,17,41.3333333333333333
The Eye of the Storm,September 7th,2012,25785.00,17,58.3076923076923077
Crooked Arrows,May 18th,2012,257364.00,17,45.6153846153846154
Unfinished Song,June 21st,2013,25728.00,17,59.9600000000000000
Unfinished Song,June 21st,2013,25728.00,4,59.9600000000000000
Rocketman,May 31st,2019,25725722.00,17,71.0000000000000000
Miami Vice,July 28th,2006,25723815.00,17,67.1081081081081081
Nine,December 18th,2009,257232.00,17,52.9393939393939394
Nine,December 18th,2009,257232.00,4,52.9393939393939394
Captain Phillips,October 11th,2013,25718314.00,17,83.5416666666666667
Melancholia,November 11th,2011,257174.00,17,76.5000000000000000
Gray Matters,February 23rd,2007,25711.00,4,37.0526315789473684
A Borrowed Identity,May 15th,2015,25699.00,17,75.6428571428571429
Mala Mala,July 1st,2015,2569.00,17,76.1428571428571429
Manchester by the Sea,November 18th,2016,256498.00,17,94.2264150943396226
About Last Night,February 14th,2014,25649011.00,4,64.6666666666666667
About Last Night,February 14th,2014,25649011.00,17,64.6666666666666667
Redacted,November 16th,2007,25628.00,17,58.2000000000000000
Son of God,February 28th,2014,25601865.00,17,42.6000000000000000
Final Portrait,March 23rd,2017,25472.00,17,70.9687500000000000
Lassie,September 1st,2006,254420.00,17,83.6666666666666667
The Inevitable Defeat of Mister and Pete,October 11th,2013,254279.00,17,63.5625000000000000
The Killing of Two Lovers,May 14th,2021,25378.00,17,81.7826086956521739
Cost of a Soul,May 20th,2011,25365.00,17,38.7777777777777778
Gnomeo and Juliet,February 11th,2011,25356909.00,4,56.3214285714285714
Carol,November 20th,2015,253510.00,4,92.7333333333333333
Carol,November 20th,2015,253510.00,17,92.7333333333333333
The Rules of Attraction,October 11th,2002,2532410.00,17,53.3666666666666667
The Rules of Attraction,October 11th,2002,2532410.00,4,53.3666666666666667
No Such Thing,March 29th,2002,25324.00,17,41.6666666666666667
Public Enemies,July 1st,2009,25271675.00,4,71.1428571428571429
Public Enemies,July 1st,2009,25271675.00,17,71.1428571428571429
Home of the Brave,December 15th,2007,25261.00,17,47.4666666666666667
Underclassman,September 2nd,2005,2525364.00,17,25.9200000000000000
Road to Nowhere,June 10th,2011,2521.00,4,61.5294117647058824
Date Night,April 9th,2010,25207599.00,4,59.7567567567567568
The Tic Code,August 4th,2000,25190.00,17,67.7647058823529412
Duane Hopwood,November 11th,2005,2519.00,17,55.5714285714285714
Weightless,November 9th,2018,2515.00,17,58.2727272727272727
Where the Money Is,April 14th,2000,2513530.00,17,54.1612903225806452
A Serious Man,October 2nd,2009,251337.00,17,84.3684210526315789
Our Friend,January 22nd,2021,250160.00,17,61.7500000000000000
Vanilla Sky,December 14th,2001,25015518.00,4,50.6969696969696970
Seeking Justice,March 16th,2012,249912.00,17,43.9523809523809524
Better Living Through Circuitry,May 26th,2000,24970.00,17,70.7500000000000000
Quills,November 22nd,2000,249383.00,17,71.0967741935483871
Quills,November 22nd,2000,249383.00,4,71.0967741935483871
Miss Pettigrew Lives for a Day,March 7th,2008,2490942.00,4,67.5925925925925926
Skyscraper,July 13th,2018,24905015.00,17,54.6046511627906977
Flight,November 2nd,2012,24900566.00,17,76.9500000000000000
Appaloosa,September 19th,2008,248847.00,17,67.8437500000000000
Babyteeth,June 19th,2020,2487.00,17,78.3000000000000000
Knafayim Shvurot,March 12th,2003,24862.00,17,76.3076923076923077
The Namesake,March 9th,2007,248552.00,17,82.0909090909090909
White House Down,June 28th,2013,24852258.00,17,56.4186046511627907
Say Uncle,June 23rd,2006,2485.00,17,39.2222222222222222
G,September 16th,2005,248337.00,17,46.5294117647058824
G,September 16th,2005,248337.00,4,46.5294117647058824
True Grit,December 22nd,2010,24830443.00,17,80.4146341463414634
The Green Butchers,December 10th,2004,2483.00,17,58.1111111111111111
Raw,March 10th,2017,24825.00,17,79.7058823529411765
Flee,December 3rd,2021,24794.00,17,89.0000000000000000
The Call of the Wild,February 21st,2020,24791624.00,17,54.8181818181818182
10 Cloverfield Lane,March 11th,2016,24727437.00,17,75.7441860465116279
Taken,January 30th,2008,24717037.00,17,55.3750000000000000
Collateral,August 6th,2004,24701458.00,17,73.0731707317073171
Victor Frankenstein,November 25th,2015,2469341.00,17,40.3214285714285714
Before Midnight,May 24th,2013,246914.00,4,92.2439024390243902
Before Midnight,May 24th,2013,246914.00,17,92.2439024390243902
Cotton Mary,March 15th,2000,24680.00,17,58.1111111111111111
Crown Vic,November 8th,2019,2468.00,17,51.1428571428571429
Viktoria,April 29th,2016,2468.00,17,60.0000000000000000
Pulling Strings,October 4th,2013,2467168.00,4,62.1428571428571429
Closed Circuit,August 28th,2013,2464931.00,17,54.0512820512820513
Monsieur Lazhar,October 28th,2011,246410.00,17,82.1935483870967742
Anything But Love,November 14th,2003,24641.00,4,51.5000000000000000
Late Night,June 7th,2019,246305.00,17,69.5869565217391304
Flightplan,September 23rd,2005,24629938.00,17,56.4848484848484848
Lumumba,June 29th,2001,24625.00,17,77.6363636363636364
Knowing,March 20th,2009,24604751.00,17,45.5925925925925926
In This World,September 19th,2003,24602.00,17,76.6800000000000000
Samba,July 24th,2014,24588.00,17,56.9090909090909091
We Need to Talk About Kevin,December 9th,2012,24587.00,17,68.5675675675675676
Christopher Robin,August 3rd,2018,24585139.00,17,62.5581395348837209
Body,December 11th,2015,2457.00,17,54.1250000000000000
Synchronic,October 23rd,2020,245561.00,17,66.0434782608695652
Digging for Fire,August 21st,2015,24544.00,17,71.3636363636363636
The Girl on the Train,October 7th,2016,24536265.00,17,52.6530612244897959
The Grey Zone,October 18th,2002,24526.00,17,63.2962962962962963
Swimming Upstream,February 4th,2005,24520.00,17,61.8571428571428571
Long Weekend,March 12th,2021,245182.00,4,57.7692307692307692
Miss Stevens,September 16th,2016,2451.00,17,68.2727272727272727
Generation Iron,September 20th,2013,245000.00,17,64.3750000000000000
Diane,March 29th,2019,24467.00,17,85.0000000000000000
Mean Girls,April 30th,2004,24432195.00,17,67.5641025641025641
Failure to Launch,March 10th,2006,24411322.00,4,51.0322580645161290
The City of Your Final Destination,April 16th,2010,24401.00,17,57.8947368421052632
The Rider Named Death,March 18th,2005,2438.00,17,53.6000000000000000
Undertow,October 22nd,2004,24354.00,17,64.8333333333333333
Frozen,November 22nd,2013,243390.00,17,47.4375000000000000
American Violet,April 17th,2009,243162.00,17,59.8888888888888889
Elles,April 27th,2012,24286.00,17,53.5882352941176471
The Last Samurai,December 5th,2003,24271354.00,17,60.4651162790697674
Louder Than Bombs,April 8th,2015,24259.00,17,70.8750000000000000
TMNT,March 23rd,2007,24255205.00,17,47.0952380952380952
The Last Tree,June 26th,2019,2424.00,17,72.7500000000000000
Firedancer,June 4th,2004,2422.00,17,49.7500000000000000
Yves Saint Laurent,June 25th,2014,24207.00,17,55.3200000000000000
Coach Carter,January 14th,2005,24182960.00,17,60.6111111111111111
The Fantasticks,September 22nd,2000,24176.00,4,54.0666666666666667
Greed,February 28th,2020,24163.00,17,56.9062500000000000
Cherry,October 8th,2010,2416.00,17,50.5777777777777778
Gosford Park,December 26th,2001,241219.00,17,87.8823529411764706
I Dreamed of Africa,May 5th,2000,2411445.00,17,40.5666666666666667
White Noise,January 7th,2005,24113565.00,17,36.1562500000000000
21,March 21st,2008,24105943.00,17,52.9655172413793103
Night Moves,May 30th,2014,24100.00,17,76.3333333333333333
Arrival,November 11th,2016,24074047.00,17,81.3076923076923077
Lowriders,May 12th,2017,2403885.00,17,59.4444444444444444
Blow Dry,March 7th,2001,240166.00,4,44.3157894736842105
Blow Dry,March 7th,2001,240166.00,17,44.3157894736842105
Happy Endings,July 15th,2005,240075.00,17,61.5483870967741935
Skin,October 30th,2009,24000.00,17,64.9375000000000000
Japanese Story,December 31st,2003,23962.00,4,75.2187500000000000
Japanese Story,December 31st,2003,23962.00,17,75.2187500000000000
Luzzu,October 15th,2021,2394.00,17,79.1538461538461538
Hello I Must Be Going,September 7th,2012,23904.00,4,64.9565217391304348
Hello I Must Be Going,September 7th,2012,23904.00,17,64.9565217391304348
Mad Love,August 30th,2002,23869.00,4,59.1052631578947368
Mad Love,August 30th,2002,23869.00,17,59.1052631578947368
5 Flights Up,May 8th,2015,238491.00,17,58.0555555555555556
Dedication,August 24th,2007,23832.00,4,54.0526315789473684
Dedication,August 24th,2007,23832.00,17,54.0526315789473684
The Town,September 17th,2010,23808032.00,17,75.6428571428571429
How to Lose a Guy in 10 Days,February 7th,2003,23774850.00,4,50.3225806451612903
Ex Machina,April 10th,2015,237264.00,17,78.6904761904761905
17 Again,April 17th,2009,23722310.00,4,52.6666666666666667
17 Again,April 17th,2009,23722310.00,17,52.6666666666666667
Birthday Girl,February 1st,2002,2370809.00,4,56.1250000000000000
Fury,October 17th,2014,23702421.00,17,67.2765957446808511
Bleed for This,November 18th,2016,2366810.00,17,63.9705882352941176
Finding Oscar,April 14th,2017,2365.00,17,72.8571428571428571
Tomb Raider,March 16th,2018,23633317.00,17,51.7500000000000000
The Death of Dick Long,September 27th,2019,23630.00,17,70.0952380952380952
The Nines,August 31st,2007,23617.00,17,56.1666666666666667
Passion of Mind,May 26th,2000,236047.00,4,35.7407407407407407
Passion of Mind,May 26th,2000,236047.00,17,35.7407407407407407
Ordinary Love,February 14th,2019,23564.00,17,73.4800000000000000
Ordinary Love,February 14th,2019,23564.00,4,73.4800000000000000
The Last Black Man in San Francisco,June 7th,2019,235272.00,17,83.1282051282051282
Bran Nue Dae,September 10th,2010,23527.00,17,57.0909090909090909
Mary Poppins Returns,December 19th,2018,23523121.00,17,70.3148148148148148
The Babysitters,May 9th,2008,23518.00,17,41.4545454545454545
Dracula Untold,October 10th,2014,23514615.00,17,44.3333333333333333
The Virgin Suicides,April 21st,2000,235122.00,17,77.0645161290322581
The Amityville Horror,April 15th,2005,23507007.00,17,40.4193548387096774
Skins,September 27th,2002,23439.00,17,60.8421052631578947
Spoken Word,July 23rd,2010,2343.00,17,59.0000000000000000
Once Upon a Time in Mexico,September 12th,2003,23424118.00,17,60.9117647058823529
"Run, Fatboy, Run",March 22nd,2008,2340743.00,4,53.1851851851851852
You Kill Me,June 22nd,2007,233709.00,4,65.9200000000000000
El Angel,November 9th,2018,23348.00,17,64.9230769230769231
Postmen in the Mountains,January 2nd,2004,2334.00,17,64.8461538461538462
Turtles Can Fly,February 18th,2005,23326.00,17,84.1612903225806452
Deterrence,March 10th,2000,23318.00,17,54.1250000000000000
The Intervention,August 26th,2016,23316.00,17,61.2500000000000000
Listen Up Philip,October 17th,2014,23284.00,17,75.3823529411764706
Dirty Love,September 23rd,2005,23281.00,4,13.7500000000000000
Woman Thou Art Loosed,October 1st,2004,2325474.00,17,57.1666666666666667
Jersey Guy,April 25th,2003,2324.00,17,22.5000000000000000
American Chai,April 5th,2002,23230.00,17,54.8333333333333333
Steal This Movie,August 18th,2000,23221.00,17,44.7692307692307692
Steal This Movie,August 18th,2000,23221.00,4,44.7692307692307692
Gossip,April 21st,2000,2321729.00,17,37.1428571428571429
Backwards,September 21st,2012,23190.00,4,46.6153846153846154
Loving Vincent,September 22nd,2017,23180.00,17,66.1428571428571429
Wild Target,October 29th,2010,23174.00,17,45.8461538461538462
Almost Famous,September 15th,2000,2314646.00,17,88.7894736842105263
Noble,May 8th,2015,231319.00,17,65.1250000000000000
Deception,April 25th,2008,2312146.00,17,37.4347826086956522
Deception,April 25th,2008,2312146.00,4,37.4347826086956522
Eat Pray Love,August 13th,2010,23104523.00,4,55.1025641025641026
Eat Pray Love,August 13th,2010,23104523.00,17,55.1025641025641026
On the Line,October 26th,2001,2307063.00,4,40.8695652173913043
Songs from the Second Floor,August 17th,2001,2303.00,17,78.7333333333333333
27 Dresses,January 13th,2008,23007725.00,4,52.5483870967741935
The Haunting in Connecticut,March 27th,2009,23004765.00,17,40.1304347826086957
Klimt,June 22nd,2007,2300.00,17,47.8571428571428571
The Last September,April 21st,2000,22981.00,17,71.6521739130434783
The Last September,April 21st,2000,22981.00,4,71.6521739130434783
Shopgirl,October 21st,2005,229685.00,17,65.8378378378378378
Shopgirl,October 21st,2005,229685.00,4,65.8378378378378378
The Beguiled,June 23rd,2017,229292.00,17,77.2666666666666667
Vantage Point,February 22nd,2008,22874936.00,17,46.8437500000000000
The Loss of a Teardrop Diamond,December 30th,2009,22872.00,17,53.4000000000000000
The Loss of a Teardrop Diamond,December 30th,2009,22872.00,4,53.4000000000000000
The Princess Diaries,August 3rd,2001,22862269.00,4,57.7407407407407407
Mission to Mars,March 10th,2000,22855247.00,17,40.0833333333333333
Hostiles,December 22nd,2017,22849.00,17,65.5853658536585366
The Perks of Being a Wallflower,September 21st,2012,228359.00,17,68.8888888888888889
The Perks of Being a Wallflower,September 21st,2012,228359.00,4,68.8888888888888889
The Perfect Holiday,December 12th,2007,2283360.00,4,37.4090909090909091
The Interpreter,April 22nd,2005,22822455.00,17,65.1219512195121951
Down in the Valley,May 5th,2006,22806.00,17,65.8787878787878788
Down in the Valley,May 5th,2006,22806.00,4,65.8787878787878788
Man on Fire,April 23rd,2004,22751490.00,17,52.1944444444444444
Queen of the Lot,November 19th,2010,22726.00,17,46.4444444444444444
Novitiate,October 27th,2017,22724.00,17,74.1000000000000000
10 Years,September 14th,2012,22707.00,17,62.6666666666666667
10 Years,September 14th,2012,22707.00,4,62.6666666666666667
Unstoppable,November 12th,2010,22688457.00,17,70.5588235294117647
Chasing Mavericks,October 26th,2012,2268274.00,17,49.3333333333333333
Souvenir,March 2nd,2016,2267.00,17,52.6000000000000000
Souvenir,March 2nd,2016,2267.00,4,52.6000000000000000
Funny People,July 31st,2009,22657780.00,17,64.8888888888888889
Black Mass,September 18th,2015,22635037.00,17,70.0000000000000000
Driving Lessons,October 13th,2006,22603.00,17,59.9473684210526316
Home,April 23rd,2009,226.00,17,69.8333333333333333
Salmon Fishing in the Yemen,March 9th,2012,225894.00,4,61.6285714285714286
Salmon Fishing in the Yemen,March 9th,2012,225894.00,17,61.6285714285714286
The Last Vermeer,November 20th,2020,225691.00,17,60.3333333333333333
Bridge to Terabithia,February 16th,2007,22564612.00,17,75.4000000000000000
Training Day,October 5th,2001,22550788.00,17,70.3714285714285714
The Lucky One,April 20th,2012,22518358.00,17,44.4571428571428571
Shallow Hal,November 9th,2001,22518295.00,17,53.6969696969696970
Shallow Hal,November 9th,2001,22518295.00,4,53.6969696969696970
Sword of Trust,July 12th,2019,22512.00,17,73.3809523809523810
Flash of Genius,October 3rd,2008,2251075.00,17,60.9200000000000000
News of the World,December 25th,2020,2250430.00,17,74.6666666666666667
Even Money,May 18th,2007,22465.00,17,39.0000000000000000
Mother of George,September 13th,2013,22456.00,17,77.4761904761904762
Little Fish,February 24th,2006,22453.00,4,74.3333333333333333
Little Fish,February 24th,2006,22453.00,17,74.3333333333333333
Life of Pi,November 21st,2012,22451514.00,17,80.0227272727272727
If Beale Street Could Talk,December 14th,2018,224476.00,4,87.1320754716981132
If Beale Street Could Talk,December 14th,2018,224476.00,17,87.1320754716981132
The Social Network,October 1st,2010,22445653.00,17,94.4523809523809524
Bossa Nova,April 28th,2000,22442.00,17,61.5652173913043478
Bossa Nova,April 28th,2000,22442.00,4,61.5652173913043478
The Man Who Copied,April 22nd,2005,2244.00,4,52.0666666666666667
The Man Who Copied,April 22nd,2005,2244.00,17,52.0666666666666667
Flipped,August 6th,2010,224233.00,4,55.6250000000000000
Flipped,August 6th,2010,224233.00,17,55.6250000000000000
The Patriot,June 28th,2000,22413710.00,17,65.8571428571428571
Human Resources,September 13th,2000,22409.00,17,78.9600000000000000
In My Country,March 11th,2005,22383.00,17,50.1111111111111111
Walk the Line,November 18th,2005,22347341.00,17,74.0256410256410256
Walk the Line,November 18th,2005,22347341.00,4,74.0256410256410256
Separate Lies,September 16th,2005,22341.00,17,72.5333333333333333
Separate Lies,September 16th,2005,22341.00,4,72.5333333333333333
Sing 2,December 22nd,2021,22326230.00,17,53.0000000000000000
Bandslam,August 14th,2009,2231273.00,4,68.1000000000000000
Bandslam,August 14th,2009,2231273.00,17,68.1000000000000000
Savage Grace,May 28th,2008,22311.00,17,54.8571428571428571
Breathe,October 13th,2017,22285.00,4,56.4137931034482759
Breathe,October 13th,2017,22285.00,17,56.4137931034482759
Bellflower,August 5th,2011,22279.00,4,73.4000000000000000
Bellflower,August 5th,2011,22279.00,17,73.4000000000000000
Dopamine,October 10th,2003,22278.00,4,56.9130434782608696
Dopamine,October 10th,2003,22278.00,17,56.9130434782608696
Time Out,March 29th,2002,22173.00,17,86.5333333333333333
Side Effects,September 9th,2005,2216.00,17,74.8250000000000000
Mud,April 26th,2013,2215460.00,17,76.7714285714285714
Lovesong,February 17th,2017,2215.00,17,75.0000000000000000
Ophelia,June 28th,2019,22145.00,4,60.9565217391304348
Ophelia,June 28th,2019,22145.00,17,60.9565217391304348
Black and White,April 5th,2000,2212535.00,17,49.5185185185185185
The Intended,June 25th,2004,2209.00,17,47.3000000000000000
Ladder 49,October 1st,2004,22088204.00,17,51.8437500000000000
Francofonia,April 1st,2015,22083.00,17,73.2800000000000000
Road to Perdition,July 12th,2002,22079481.00,17,74.0000000000000000
Nowhere in Africa,March 7th,2003,22070.00,17,73.3870967741935484
"Sorry, Haters",March 3rd,2006,2207.00,17,46.0666666666666667
Yardie,March 15th,2018,22056.00,17,57.1666666666666667
Finding Neverland,November 12th,2004,220524.00,17,70.3157894736842105
The Iron Lady,December 30th,2012,220409.00,17,57.3902439024390244
Hereafter,October 15th,2010,220322.00,17,60.1904761904761905
Tolkien,May 10th,2019,2200537.00,17,52.1891891891891892
Chronicle,February 3rd,2012,22004098.00,17,70.4838709677419355
The Monuments Men,February 7th,2014,22003433.00,17,55.7209302325581395
Paper Heart,August 7th,2009,219494.00,4,58.6400000000000000
Paper Heart,August 7th,2009,219494.00,17,58.6400000000000000
The Bang Bang Club,May 6th,2011,21945.00,17,51.8666666666666667
Before Sunset,July 2nd,2004,219425.00,4,88.8205128205128205
Before Sunset,July 2nd,2004,219425.00,17,88.8205128205128205
Bitter Harvest,February 24th,2017,219357.00,17,40.1176470588235294
Bitter Harvest,February 24th,2017,219357.00,4,40.1176470588235294
Sunshine Cleaning,March 13th,2009,219190.00,17,65.4687500000000000
Leave No Trace,June 29th,2018,219140.00,17,86.3409090909090909
Diary of a Mad Black Woman,February 25th,2005,21905089.00,17,42.4333333333333333
Diary of a Mad Black Woman,February 25th,2005,21905089.00,4,42.4333333333333333
Beautiful Boy,October 12th,2018,218888.00,17,65.3200000000000000
"Life, Animated",July 1st,2016,21883.00,17,75.7200000000000000
"Life, Animated",July 1st,2016,21883.00,4,75.7200000000000000
The Riot Club,March 27th,2015,2188.00,17,56.2777777777777778
Unknown,February 18th,2011,21856389.00,17,48.4117647058823529
Stomp the Yard,January 12th,2007,21833312.00,17,49.1666666666666667
Stomp the Yard,January 12th,2007,21833312.00,4,49.1666666666666667
Winter Sleepers,March 17th,2000,21818.00,4,70.4375000000000000
Winter Sleepers,March 17th,2000,21818.00,17,70.4375000000000000
Like Someone in Love,February 15th,2012,21813.00,17,74.2580645161290323
Battle for Haditha,May 7th,2008,2181.00,17,66.9166666666666667
The Story of the Weeping Camel,June 4th,2004,21767.00,17,81.3333333333333333
Red,October 15th,2010,21761408.00,17,64.5714285714285714
A Single Man,December 11th,2009,217332.00,17,77.7428571428571429
Marguerite,March 11th,2015,21723.00,17,76.8000000000000000
Baran,December 7th,2001,21702.00,4,80.4000000000000000
Baran,December 7th,2001,21702.00,17,80.4000000000000000
Saint John of Las Vegas,January 29th,2010,21666.00,17,38.1904761904761905
Phantom Thread,December 25th,2017,216495.00,17,88.7647058823529412
Phantom Thread,December 25th,2017,216495.00,4,88.7647058823529412
London Has Fallen,March 4th,2016,21635601.00,17,35.1142857142857143
Peterloo,April 5th,2018,21577.00,17,65.6470588235294118
Billy Elliot,October 13th,2000,215681.00,17,76.1176470588235294
Kajillionaire,September 25th,2020,215675.00,17,78.2000000000000000
Somersault,April 21st,2004,21566.00,4,74.3809523809523810
Somersault,April 21st,2004,21566.00,17,74.3809523809523810
Brian Banks,August 9th,2019,2156272.00,17,60.1764705882352941
Love Me If You Dare,May 19th,2004,21546.00,17,50.5666666666666667
Love Me If You Dare,May 19th,2004,21546.00,4,50.5666666666666667
"You, Me and Dupree",July 14th,2006,21525560.00,4,49.9310344827586207
American Reunion,April 6th,2012,21514080.00,4,51.6470588235294118
The Way of the Gun,September 8th,2000,2150979.00,17,52.9666666666666667
Cruella,May 28th,2021,21496997.00,4,62.1071428571428571
Higher Ground,August 23rd,2011,21495.00,17,74.3235294117647059
What Maisie Knew,May 3rd,2013,21480.00,17,76.1562500000000000
Once Upon a Time in the Midlands,August 29th,2003,21475.00,4,59.3478260869565217
Once Upon a Time in the Midlands,August 29th,2003,21475.00,17,59.3478260869565217
The Bling Ring,June 14th,2013,214395.00,17,67.8500000000000000
The Wind Will Carry Us,July 28th,2000,21417.00,17,85.8421052631578947
Safe Haven,February 14th,2013,21401594.00,4,41.0303030303030303
Safe Haven,February 14th,2013,21401594.00,17,41.0303030303030303
The Forbidden Kingdom,April 18th,2008,21401121.00,4,60.1851851851851852
Angel Has Fallen,August 23rd,2019,21380987.00,17,48.3939393939393939
The Exception,June 2nd,2017,21351.00,17,61.0666666666666667
The Exception,June 2nd,2017,21351.00,4,61.0666666666666667
The Bridge of San Luis Rey,June 10th,2005,21281.00,4,32.0909090909090909
The Bridge of San Luis Rey,June 10th,2005,21281.00,17,32.0909090909090909
Into the Wild,September 21st,2007,212440.00,17,75.7631578947368421
Boy,March 2nd,2010,21244.00,17,68.8947368421052632
Still Alice,January 16th,2015,212000.00,17,75.4390243902439024
Four Brothers,August 12th,2005,21176925.00,17,52.9354838709677419
Breaking and Entering,December 15th,2006,21160.00,4,58.5555555555555556
Breaking and Entering,December 15th,2006,21160.00,17,58.5555555555555556
Aloft,May 22nd,2015,2116.00,17,40.0000000000000000
The Adjustment Bureau,March 4th,2011,21157730.00,4,63.9024390243902439
The Upside of Anger,March 11th,2005,211559.00,4,66.5555555555555556
The Upside of Anger,March 11th,2005,211559.00,17,66.5555555555555556
Finding Bliss,June 4th,2010,2115.00,4,34.5000000000000000
Far From Heaven,November 8th,2002,211279.00,17,84.0000000000000000
Far From Heaven,November 8th,2002,211279.00,4,84.0000000000000000
Kandahar,December 14th,2001,21122.00,17,78.3928571428571429
Ararat,November 15th,2002,211130.00,17,64.7600000000000000
Gimme the Loot,March 22nd,2013,21065.00,17,80.8888888888888889
Aurora,June 29th,2011,2105.00,17,63.2500000000000000
Valkyrie,December 25th,2008,21027007.00,17,60.3611111111111111
Beau Travail,March 31st,2000,21003.00,17,88.8000000000000000
Antwone Fisher,December 19th,2002,210013.00,4,66.0000000000000000
Antwone Fisher,December 19th,2002,210013.00,17,66.0000000000000000
Passion Play,May 6th,2011,2100.00,17,32.3636363636363636
The Strangers,May 30th,2008,20997985.00,17,50.4444444444444444
Insomnia,May 24th,2002,20930169.00,17,78.6756756756756757
Woman in Gold,April 1st,2015,2091551.00,17,55.5806451612903226
Remember the Titans,September 29th,2000,20905831.00,17,55.6250000000000000
Porto,November 17th,2017,2090.00,17,48.5454545454545455
Porto,November 17th,2017,2090.00,4,48.5454545454545455
The Theory of Everything,November 7th,2014,208763.00,4,72.9361702127659574
The Theory of Everything,November 7th,2014,208763.00,17,72.9361702127659574
The Woman in Black,February 3rd,2012,20874072.00,17,63.8250000000000000
Seabiscuit,July 25th,2003,20854735.00,17,74.3023255813953488
The Grudge 2,October 13th,2006,20825300.00,17,38.5000000000000000
Prisoners,September 20th,2013,20817053.00,17,73.0566037735849057
Beyond Borders,October 24th,2003,2076402.00,4,39.1612903225806452
Beyond Borders,October 24th,2003,2076402.00,17,39.1612903225806452
Chicago,December 27th,2002,2074929.00,17,81.4358974358974359
Blood and Chocolate,January 26th,2007,2074300.00,17,37.8750000000000000
Blood and Chocolate,January 26th,2007,2074300.00,4,37.8750000000000000
Big Fish,December 10th,2003,207377.00,17,63.1428571428571429
Innocence,August 17th,2001,20707.00,17,80.0000000000000000
Boy Erased,November 2nd,2018,207057.00,17,71.4375000000000000
Sideways,October 22nd,2004,207042.00,4,93.2142857142857143
Sideways,October 22nd,2004,207042.00,17,93.2142857142857143
The Bounty Hunter,March 19th,2010,20686423.00,4,28.7741935483870968
Charlie Says,May 10th,2019,20684.00,17,56.5714285714285714
